AnimalID,Age_Days,sex,fertile
A715029,365,Male,N
A716860,365,Male,N
A684073,180,Male,N
A714473,90,Male,N
A686597,60,Female,N
A667006,150,Male,Y
A704688,60,Female,N
A681104,2555,Female,N
A705617,60,Female,N
A704132,730,Male,N
A678500,365,Male,N
A681244,3,Female,Y
A719092,150,Male,N
A679447,3,Male,Y
A677471,4,Male,Y
A714017,60,Female,N
A678960,365,Female,N
A656692,210,Male,N
A720170,1095,Male,N
A710402,90,Female,N
A706395,365,Male,N
A689647,60,Female,N
A706692,60,Male,N
A674942,1,Female,Y
A678661,2,Female,Y
A681181,1825,Male,N
A542025,3650,Male,N
A688160,730,Male,Y
A680562,1095,Male,Y
A646578,1460,Male,N
A690699,120,Female,Y
A711944,3,Male,Y
A661592,90,Male,N
A705484,730,Male,Y
A710527,2,Unknown,Unknown
A646062,1095,Male,N
A680307,60,Male,N
A705575,365,Male,N
A666408,180,Male,Y
A695285,365,Male,N
A668136,30,Female,N
A691907,2920,Male,N
A673413,365,Male,N
A686266,365,Female,Y
A666575,90,Female,N
A677736,2190,Female,N
A687679,330,Male,N
A713365,30,Female,Y
A715941,180,Male,Y
A705507,4,Male,Y
A713899,240,Male,N
A688979,3,Female,Y
A686393,730,Female,N
A705591,2555,Female,Y
A692580,90,Female,Y
A683526,30,Male,Y
A688484,730,Male,N
A701243,3650,Female,Y
A680683,730,Female,Y
A702735,4,Male,Y
A688818,60,Male,N
A663079,270,Male,N
A719207,30,Male,Y
A631695,1460,Male,N
A664989,150,Male,Y
A672010,1825,Female,N
A662817,365,Male,N
A688144,365,Male,N
A714872,60,Male,N
A719930,730,Female,N
A718345,30,Male,Y
A664521,365,Male,N
A532017,2555,Female,N
A677018,365,Female,N
A694149,730,Male,N
A708674,150,Male,N
A706088,3,Unknown,Unknown
A664237,1,Unknown,Unknown
A671994,4015,Female,N
A652974,730,Female,N
A667889,365,Male,N
A690463,270,Male,N
A710070,365,Male,N
A693995,730,Female,N
A678756,90,Female,N
A683347,365,Male,N
A682680,60,Male,N
A670849,730,Female,N
A708296,60,Male,N
A694252,365,Male,N
A650531,1460,Male,N
A651564,365,Male,N
A428783,2920,Female,N
A701267,3,Male,Y
A704837,60,Female,N
A686157,60,Female,N
A664183,90,Male,N
A668326,90,Male,N
A707092,730,Female,N
A676650,180,Female,N
A685740,1095,Male,Y
A717214,1095,Female,Y
A354540,3650,Male,N
A552447,2190,Male,N
A690900,60,Female,N
A687052,120,Male,Y
A683621,1825,Female,Y
A701899,730,Male,N
A701974,1095,Male,Y
A677107,2,Unknown,Unknown
A705809,60,Female,N
A597417,1825,Male,N
A682593,1825,Male,N
A678263,3,Male,Y
A708906,150,Female,N
A685851,365,Unknown,Unknown
A676783,30,Male,N
A675008,270,Female,N
A719049,60,Male,Y
A717443,1095,Male,N
A678649,730,Male,N
A703715,1825,Male,N
A673989,150,Female,Y
A720470,365,Male,N
A711067,1095,Female,N
A718282,365,Male,Y
A702532,365,Male,N
A664017,60,Male,N
A711068,1095,Female,N
A678750,30,Male,Y
A700888,365,Male,N
A718885,365,Female,Y
A707968,730,Female,N
A706071,2,Unknown,Unknown
A647859,4380,Male,N
A697162,60,Female,N
A669609,60,Female,Y
A712657,90,Male,N
A715809,90,Male,Y
A714279,90,Male,N
A666577,90,Male,N
A683029,30,Female,Y
A697432,300,Male,N
A705339,1095,Female,N
A715570,2190,Male,N
A718352,365,Male,N
A709195,120,Male,Y
A697160,60,Male,N
A692259,4380,Male,N
A685942,150,Male,N
A713402,4,Female,Y
A669084,300,Male,Y
A697761,270,Male,N
A708034,60,Female,N
A658940,180,Male,N
A716511,365,Male,N
A666165,730,Female,Y
A686131,150,Male,Y
A691671,730,Unknown,Unknown
A677924,60,Female,Y
A709142,60,Male,N
A686457,365,Female,Y
A703756,1095,Male,N
A679315,60,Female,N
A654090,730,Female,N
A670689,730,Female,N
A668084,180,Male,Y
A681260,60,Female,N
A678267,730,Female,Y
A688345,365,Female,N
A682612,730,Female,Y
A691481,365,Male,Y
A692448,365,Female,N
A669728,4745,Female,N
A661818,60,Male,N
A696253,3,Female,Y
A698964,365,Male,N
A678641,365,Female,N
A695685,240,Female,N
A701451,300,Male,N
A711096,730,Female,N
A675591,300,Male,N
A713211,150,Female,N
A684015,60,Male,N
A706484,1095,Male,N
A699609,365,Female,Y
A681719,1095,Female,N
A703516,120,Female,N
A696923,1095,Male,N
A668013,365,Male,N
A703501,730,Male,Y
A704298,730,Female,N
A679943,60,Female,N
A667936,365,Male,N
A690643,60,Female,N
A703099,365,Female,N
A674584,1095,Female,N
A701658,3,Female,Y
A692360,730,Male,Y
A697671,730,Unknown,Unknown
A705969,30,Female,N
A689789,730,Male,Y
A338231,4745,Male,N
A691030,90,Female,Y
A678250,30,Male,Y
A696576,4745,Female,N
A669981,210,Male,Y
A671451,730,Male,N
A694815,1825,Female,N
A700906,730,Female,N
A719334,365,Male,N
A706633,1095,Female,N
A681560,730,Male,N
A662586,730,Female,N
A680842,4,Male,Y
A703388,90,Male,N
A667316,60,Male,N
A718157,730,Male,Y
A684845,1460,Female,N
A700818,150,Male,Y
A707668,60,Female,Y
A678252,270,Male,N
A695191,180,Female,N
A664139,730,Female,N
A693053,4015,Male,N
A701273,3650,Male,Y
A682737,4,Female,Y
A682675,730,Female,Y
A664391,365,Male,N
A688851,2190,Male,Y
A670090,1460,Female,N
A689761,2555,Female,N
A713801,90,Female,N
A677571,2,Male,Y
A702633,60,Male,N
A712028,3,Male,Y
A660861,365,Male,Y
A671224,365,Female,Y
A665411,2190,Male,Y
A683332,730,Female,N
A692616,2555,Female,N
A707070,3285,Female,N
A677670,4,Female,Y
A665200,180,Female,Y
A698830,300,Male,N
A687588,365,Male,N
A699079,150,Male,N
A694597,180,Male,N
A665609,3,Female,Y
A690390,1825,Male,N
A711899,2,Unknown,Unknown
A684612,120,Male,N
A676878,1095,Male,N
A713760,180,Male,N
A650212,365,Male,N
A714303,150,Male,N
A709546,3,Unknown,Unknown
A679642,4,Male,Y
A711187,2920,Male,N
A677037,1095,Female,N
A672751,4015,Male,N
A701495,1825,Female,N
A705707,2,Female,Y
A664745,1460,Female,N
A691891,150,Female,N
A709336,60,Male,N
A674909,120,Female,Y
A529211,2190,Male,N
A711777,1095,Male,N
A644349,1460,Female,N
A695299,30,Male,N
A702994,3650,Male,Y
A708415,3,Unknown,Unknown
A677358,730,Male,N
A668127,730,Male,N
A715860,60,Male,Y
A670419,3,Female,Y
A690185,270,Female,N
A702362,365,Male,Y
A702297,1825,Female,Y
A677376,240,Female,N
A665461,60,Female,N
A683026,365,Male,N
A688148,60,Male,N
A691338,1095,Male,N
A720685,2190,Male,N
A706358,150,Female,N
A703338,365,Female,N
A682015,120,Male,N
A684752,730,Male,N
A677570,2,Female,Y
A704394,1460,Female,N
A698197,30,Male,N
A688441,210,Female,N
A717206,730,Female,N
A665624,180,Female,N
A676727,60,Female,N
A681828,3,Male,Y
A260914,4745,Male,N
A713910,1460,Male,N
A715116,365,Female,Y
A685294,60,Male,N
A718366,3285,Male,N
A678942,60,Female,N
A702775,3650,Male,Y
A693770,90,Female,N
A693439,300,Male,N
A707497,30,Female,Y
A670656,2555,Male,N
A670711,730,Female,N
A714878,2920,Female,N
A667149,365,Female,N
A689361,1460,Male,N
A688218,1825,Female,N
A677350,730,Male,Y
A697001,365,Male,N
A686594,120,Male,Y
A672445,730,Male,N
A700343,1,Unknown,Unknown
A709245,30,Female,N
A711408,2,Female,Y
A662406,2555,Male,N
A680767,730,Female,Y
A706023,2,Male,Y
A646850,300,Female,N
A677263,1095,Female,N
A682696,730,Male,Y
A705065,730,Female,N
A683467,730,Female,Y
A716170,5475,Male,Y
A671213,365,Female,N
A671732,730,Male,N
A680367,3285,Male,Y
A719320,365,Female,Y
A682241,60,Male,N
A689018,730,Female,N
A679091,2555,Unknown,Unknown
A703942,365,Female,N
A717822,30,Female,N
A668088,240,Male,N
A681217,90,Male,N
A676170,270,Male,N
A712711,5475,Male,N
A665021,3,Female,Y
A696893,30,Female,Y
A665226,90,Female,N
A713682,365,Male,Y
A717277,150,Male,N
A710028,60,Male,N
A717791,365,Female,Y
A701884,365,Female,N
A707532,1,Male,Y
A696818,730,Female,N
A706568,730,Female,N
A711675,240,Male,N
A706291,1095,Male,Y
A676212,6,Unknown,Unknown
A666084,330,Male,N
A685765,210,Male,N
A669604,365,Male,Y
A643507,365,Female,N
A695959,120,Male,N
A673620,3650,Male,N
A685143,60,Male,N
A719408,90,Female,Y
A684485,1095,Male,N
A715767,1095,Male,Y
A710506,2,Female,Y
A712021,1825,Male,N
A674417,300,Male,N
A711572,730,Female,Y
A650344,330,Female,N
A720765,365,Female,N
A707786,2190,Male,N
A708473,2920,Female,N
A698453,730,Male,N
A657228,2920,Male,N
A682401,365,Female,N
A679920,4,Female,Y
A713173,365,Female,Y
A690550,1095,Female,Y
A687076,60,Female,N
A683331,365,Female,N
A678331,365,Male,N
A688352,1825,Male,N
A696451,730,Male,Y
A714525,730,Male,N
A667662,2190,Male,N
A665203,1095,Female,N
A691546,90,Male,N
A712237,60,Male,N
A597131,1460,Male,N
A716974,180,Female,N
A675874,180,Male,N
A695130,1095,Male,N
A707723,1460,Female,N
A719220,365,Female,N
A620378,730,Male,N
A707411,1460,Female,N
A706457,90,Male,N
A666753,300,Female,N
A686100,60,Female,N
A674253,365,Male,N
A688285,60,Female,N
A686689,30,Female,Y
A674101,730,Male,N
A683780,2190,Female,Y
A668866,730,Male,N
A667632,365,Male,N
A683739,365,Female,Y
A689637,365,Female,N
A700654,1460,Male,N
A682302,90,Male,N
A696011,60,Female,Y
A714057,365,Female,N
A631764,2190,Female,N
A693712,3650,Female,N
A713600,2555,Male,N
A714001,90,Male,N
A695328,365,Male,N
A605315,1460,Male,N
A713123,60,Female,N
A672146,1095,Male,N
A629484,2190,Female,N
A687480,730,Female,N
A673494,180,Female,N
A718109,4380,Male,N
A691652,60,Male,Y
A713951,90,Male,N
A688081,730,Male,N
A714157,3650,Female,N
A708094,1095,Male,N
A688671,150,Female,N
A687782,365,Male,N
A676934,3,Female,Y
A666343,150,Female,N
A666813,330,Female,N
A689100,730,Female,N
A701878,365,Female,N
A710159,90,Male,N
A686415,730,Male,Y
A670704,60,Male,N
A715355,120,Female,Y
A698477,730,Male,N
A688964,60,Female,N
A717418,2555,Male,Y
A695342,60,Female,N
A714198,730,Male,N
A704080,4,Unknown,Unknown
A704205,2,Unknown,Unknown
A664545,210,Male,N
A676309,2555,Male,Y
A703363,60,Female,N
A715516,60,Female,N
A688004,120,Female,N
A700097,365,Male,N
A665744,90,Female,N
A717572,60,Male,N
A704686,1095,Female,N
A664362,1825,Male,N
A720481,365,Male,Y
A674999,365,Male,N
A716135,1825,Female,Y
A703607,30,Female,N
A697734,60,Female,N
A664468,365,Male,N
A701629,4,Female,Y
A696807,150,Male,N
A710879,1095,Male,N
A695907,60,Female,N
A720652,-99,Male,Y
A696407,730,Female,N
A663180,60,Male,N
A703330,1095,Male,N
A711051,730,Female,Y
A649802,730,Male,Y
A719119,365,Female,N
A691650,2920,Female,N
A712990,90,Female,N
A686978,150,Male,Y
A719570,270,Male,N
A709196,120,Female,Y
A666425,365,Female,N
A679782,730,Female,N
A702462,300,Female,N
A674550,365,Male,N
A666641,90,Female,Y
A680548,60,Male,N
A711593,30,Male,Y
A670992,1095,Unknown,Unknown
A684496,240,Female,N
A718177,730,Male,N
A698647,365,Male,N
A615391,730,Female,N
A668501,730,Male,N
A664499,730,Female,Y
A704568,2190,Female,N
A688459,60,Female,N
A674024,60,Female,N
A666242,60,Male,N
A698668,730,Female,N
A693165,4380,Female,N
A674348,180,Female,Y
A670174,730,Male,N
A516259,3285,Female,N
A686836,1095,Male,Y
A710310,210,Female,N
A692163,365,Female,N
A670095,1825,Male,N
A710174,2920,Male,N
A718744,365,Male,Y
A678166,365,Male,N
A663864,365,Female,N
A678890,60,Female,N
A706207,1460,Male,N
A685092,210,Female,Y
A690707,365,Male,N
A703467,4,Unknown,Unknown
A666163,60,Female,N
A711417,5475,Male,N
A700901,3650,Male,N
A677589,1,Unknown,Unknown
A711362,90,Male,N
A707013,2190,Female,N
A689623,1095,Female,N
A692247,365,Male,N
A683752,3,Female,Y
A692911,365,Male,N
A698851,1095,Female,N
A664473,3650,Male,N
A701695,90,Male,N
A667079,2555,Male,N
A684660,90,Female,Y
A707626,90,Male,N
A681306,2190,Female,N
A681921,150,Male,N
A666980,90,Male,N
A355753,4015,Male,N
A710726,60,Female,N
A685102,1460,Male,N
A588789,1460,Male,N
A637358,730,Male,N
A692478,1095,Male,N
A714167,730,Unknown,Unknown
A700246,365,Female,Y
A677843,365,Female,Y
A666626,60,Female,N
A681479,60,Male,Y
A705682,60,Male,N
A677593,90,Female,Y
A715071,60,Male,Y
A666749,150,Female,N
A632814,1460,Male,N
A688885,180,Female,N
A700631,90,Unknown,Unknown
A695798,300,Male,N
A652030,730,Male,N
A705062,365,Male,Y
A718626,730,Male,N
A718906,150,Male,N
A705997,60,Male,Y
A698158,60,Female,N
A700747,3,Male,Y
A670697,365,Male,N
A704998,330,Female,N
A692238,30,Female,N
A700694,90,Female,N
A512158,2190,Female,N
A704517,730,Female,N
A686635,365,Female,N
A676951,240,Unknown,Unknown
A665414,300,Male,N
A694575,150,Female,N
A669108,1095,Male,N
A692635,1095,Male,N
A478560,2555,Female,N
A711310,730,Male,N
A698903,150,Male,N
A683908,30,Female,Y
A666071,4,Female,Y
A664635,730,Female,Y
A666608,2190,Female,N
A698840,60,Unknown,Unknown
A676946,730,Male,N
A685040,1095,Male,N
A691219,365,Female,N
A712848,210,Male,N
A705249,90,Male,N
A712279,365,Male,N
A677361,60,Male,N
A711891,3,Unknown,Unknown
A683956,1095,Male,N
A667788,270,Female,N
A704734,730,Male,N
A704500,60,Male,N
A717308,1095,Female,N
A718565,2920,Male,N
A689725,240,Male,N
A685707,30,Male,N
A708153,120,Male,N
A713085,365,Female,N
A716273,2190,Female,Y
A700992,90,Male,N
A720145,365,Male,N
A676434,730,Male,N
A708964,60,Female,Y
A718055,730,Male,Y
A680733,1095,Female,N
A668875,730,Female,N
A677586,6,Female,Y
A667299,365,Unknown,Unknown
A705595,730,Male,Y
A668593,4380,Female,N
A692604,365,Female,N
A577781,4745,Female,N
A666508,60,Female,N
A666649,90,Female,Y
A667472,120,Female,N
A620311,1095,Female,N
A711373,2,Male,Y
A699466,2920,Female,N
A687362,365,Female,N
A679512,30,Male,Y
A706545,365,Female,Y
A673677,365,Female,N
A689489,2555,Female,N
A660042,60,Female,Y
A703677,90,Male,N
A676753,365,Male,N
A675939,3,Male,Y
A701281,1460,Male,N
A690031,60,Male,N
A705978,30,Male,N
A712455,90,Female,N
A682880,3,Female,Y
A690233,330,Male,N
A711998,365,Female,N
A459161,3285,Male,N
A463218,2920,Female,N
A709205,180,Male,N
A695373,1095,Male,Y
A719485,30,Female,Y
A696692,1095,Female,N
A682588,730,Female,N
A670736,365,Male,N
A708485,210,Female,N
A453083,3650,Female,N
A668406,2920,Male,Y
A690279,300,Male,N
A677937,365,Female,Y
A715221,730,Female,N
A697163,60,Male,N
A673325,365,Male,Y
A688299,365,Male,N
A688972,365,Male,N
A681466,1460,Male,N
A691822,210,Male,N
A719969,2190,Female,N
A681485,730,Female,N
A663653,60,Female,N
A664511,365,Male,N
A701470,730,Female,N
A685782,365,Female,N
A691258,730,Male,N
A706790,3650,Female,Y
A692772,730,Female,N
A703515,120,Male,N
A707258,1825,Male,N
A712051,365,Unknown,Unknown
A681426,1825,Male,N
A552088,2190,Female,N
A659617,90,Male,N
A712162,365,Female,N
A636714,1460,Male,N
A706276,1825,Female,Y
A685552,730,Female,N
A689660,1460,Female,N
A683777,3650,Female,N
A673075,2555,Male,N
A712151,120,Male,N
A670935,730,Female,N
A704468,30,Male,Y
A699035,2920,Female,Y
A668906,4380,Male,Y
A706697,150,Male,N
A684402,300,Male,N
A688626,2,Female,Y
A676620,30,Male,N
A686991,730,Female,Y
A681879,60,Female,N
A708362,6,Unknown,Unknown
A671856,730,Female,N
A690162,90,Female,N
A705836,365,Male,N
A665283,60,Female,N
A710156,1460,Male,N
A667635,180,Unknown,Unknown
A681090,1460,Female,N
A687999,60,Male,N
A690835,365,Female,N
A718217,1460,Female,N
A590290,1095,Male,N
A680295,365,Female,N
A675917,60,Female,N
A679911,60,Male,N
A218622,5475,Male,N
A705432,30,Female,Y
A695842,730,Female,Y
A675055,365,Female,Y
A672055,1460,Male,N
A676260,1095,Female,N
A673734,1460,Male,N
A673276,240,Unknown,Unknown
A690388,2190,Female,N
A707506,365,Unknown,Unknown
A687381,210,Male,N
A706020,365,Male,N
A693068,365,Female,N
A711381,240,Female,Y
A716096,4,Female,Y
A664882,365,Male,N
A712188,730,Female,Y
A691312,3,Female,Y
A671450,730,Female,N
A711564,1095,Male,Y
A696867,1825,Male,N
A664453,365,Male,N
A692384,3650,Male,N
A669513,730,Male,N
A671263,365,Male,Y
A692531,2,Male,Y
A713868,730,Female,N
A694447,3,Female,Y
A696595,365,Female,N
A670437,330,Male,N
A664047,90,Female,N
A719760,90,Male,N
A670166,365,Female,N
A714357,270,Female,N
A664878,730,Female,Y
A675373,730,Female,N
A692539,60,Female,N
A689955,1095,Male,N
A699928,3650,Male,N
A689991,90,Female,N
A683044,3285,Male,N
A680803,730,Male,N
A669876,180,Female,N
A693974,180,Male,N
A692131,4745,Female,N
A710478,365,Female,Y
A700638,60,Female,N
A685715,2555,Male,Y
A675927,1095,Female,N
A685756,365,Female,N
A695807,2920,Male,N
A715690,60,Female,N
A686006,1825,Female,N
A683880,180,Female,N
A690490,365,Male,N
A705044,730,Male,N
A679955,330,Male,N
A704044,3,Unknown,Unknown
A679437,365,Female,N
A706028,1095,Female,Y
A685804,1095,Male,N
A682477,1,Unknown,Unknown
A693976,730,Male,N
A674666,300,Female,N
A664513,90,Female,N
A698832,730,Female,N
A609618,1460,Female,Y
A705942,60,Female,Y
A713874,3285,Male,Y
A705851,730,Female,Y
A701030,2190,Male,N
A715039,730,Male,N
A696373,3650,Male,N
A701879,730,Male,N
A590089,1825,Female,N
A709475,30,Male,Y
A689363,1460,Female,N
A710354,6,Unknown,Unknown
A712195,60,Female,N
A689316,1095,Male,N
A688282,90,Female,N
A683086,730,Female,N
A705628,30,Unknown,Unknown
A691876,4,Male,Y
A678596,1460,Male,N
A671246,730,Female,N
A709870,120,Male,Y
A652785,365,Female,N
A677982,730,Male,N
A707670,60,Female,N
A711941,90,Female,N
A674403,300,Male,Y
A691687,120,Male,N
A683337,1095,Male,Y
A696647,730,Female,N
A670912,365,Female,N
A675848,60,Female,N
A678369,1825,Male,N
A701249,1460,Female,Y
A717226,6205,Female,N
A695774,1825,Female,N
A705807,60,Male,Y
A710191,1460,Male,N
A669212,120,Male,Y
A686212,60,Female,N
A701777,365,Male,N
A684095,2920,Male,N
A717871,365,Female,N
A682608,30,Female,N
A691595,730,Male,N
A708783,730,Male,N
A670137,1460,Female,N
A691928,60,Female,N
A672723,150,Female,N
A672144,180,Male,N
A713300,4,Female,Y
A671373,1825,Female,N
A603952,1095,Male,N
A686386,365,Female,N
A692124,365,Male,N
A682087,2,Female,Y
A707833,150,Male,N
A668539,365,Male,N
A675199,365,Male,N
A663621,730,Female,N
A672404,3285,Female,N
A667068,60,Female,N
A708546,2,Unknown,Unknown
A609952,1460,Female,N
A717107,2555,Female,N
A669781,365,Male,N
A713198,4380,Female,N
A666803,1460,Male,N
A703214,0,Unknown,Unknown
A695158,730,Female,N
A672585,365,Male,Y
A714522,730,Male,N
A664984,365,Male,N
A666059,60,Male,N
A716091,730,Male,Y
A700231,2,Male,Y
A713824,150,Male,N
A704031,90,Female,N
A714479,90,Female,N
A664292,300,Female,Y
A664461,60,Male,N
A509390,2555,Male,N
A711612,1460,Male,N
A688689,150,Male,Y
A713397,4,Male,Y
A646647,365,Male,N
A692540,60,Male,N
A615621,5110,Male,N
A647578,1460,Female,N
A690481,3,Female,Y
A688478,1460,Male,N
A688335,270,Female,N
A690461,2,Female,Y
A662551,30,Female,Y
A700021,365,Female,Y
A666495,30,Male,Y
A704380,730,Female,Y
A715649,1095,Male,N
A712467,3,Unknown,Unknown
A700389,730,Male,Y
A641520,1095,Male,N
A686674,120,Unknown,Unknown
A679083,2190,Male,N
A718160,1095,Female,N
A676380,365,Female,N
A720362,150,Male,N
A704020,3,Unknown,Unknown
A693301,270,Female,Y
A686125,3,Male,Y
A661685,365,Male,N
A692195,4380,Female,N
A668499,730,Female,Y
A704971,60,Male,N
A679750,1825,Female,N
A688457,60,Female,N
A681851,365,Female,N
A673176,60,Female,N
A665416,60,Female,N
A701130,730,Female,Y
A694199,150,Female,Y
A687001,365,Female,N
A667624,60,Female,N
A705085,1460,Female,Y
A656760,1460,Male,N
A701697,30,Male,N
A706510,240,Unknown,Unknown
A693147,730,Female,N
A707435,180,Female,N
A678783,330,Female,N
A673408,2920,Female,N
A661682,120,Female,N
A668717,90,Female,Y
A648607,365,Male,N
A665173,730,Male,N
A708280,90,Female,N
A710036,2,Female,Y
A613536,2190,Male,N
A716744,2190,Female,N
A692144,365,Male,N
A719780,730,Male,N
A690721,30,Female,Y
A706903,90,Male,N
A718478,730,Male,Y
A703618,730,Female,N
A688571,5110,Female,Y
A666235,1095,Male,N
A612451,730,Male,N
A671554,330,Male,N
A710079,4380,Female,N
A665149,4,Female,Y
A692514,365,Female,N
A670307,730,Male,N
A694860,1095,Female,Y
A706337,180,Female,Y
A701248,730,Male,N
A707715,730,Unknown,Unknown
A659887,60,Male,N
A689638,1095,Female,Y
A712207,1460,Male,N
A702024,60,Female,N
A711583,365,Female,N
A712578,365,Female,N
A683815,730,Female,N
A717433,365,Male,N
A665981,300,Female,N
A690326,5475,Female,N
A716270,1460,Female,N
A691112,210,Male,N
A698227,1460,Female,N
A706504,1095,Male,N
A666786,730,Female,N
A715705,730,Female,N
A708437,730,Female,N
A712876,30,Male,Y
A716831,1095,Male,N
A706535,30,Female,N
A669252,365,Female,N
A689506,1095,Male,N
A713195,60,Female,N
A707188,90,Male,N
A677223,730,Male,N
A664553,30,Male,N
A679843,2920,Male,N
A672792,1095,Male,Y
A685380,365,Male,Y
A703856,3285,Female,N
A715830,2920,Male,N
A704717,60,Male,N
A715747,2920,Female,N
A684249,730,Male,N
A707432,730,Male,N
A710403,730,Female,N
A681064,1825,Male,Y
A699774,30,Male,Y
A660135,1095,Female,N
A678375,1095,Male,N
A716902,1460,Male,N
A701487,3,Unknown,Unknown
A708973,730,Female,Y
A680984,60,Male,N
A677124,90,Female,N
A711302,2,Unknown,Unknown
A680412,60,Female,N
A708012,3,Male,Y
A711975,365,Female,Y
A690950,1825,Female,N
A696661,365,Male,N
A680318,730,Male,N
A680010,210,Female,N
A683684,730,Male,N
A675036,730,Female,N
A634068,730,Male,N
A670650,365,Female,N
A681492,730,Male,Y
A716810,90,Male,Y
A680633,60,Male,N
A719647,365,Male,Y
A685221,60,Female,N
A714883,365,Male,Y
A673943,1095,Male,N
A671076,365,Male,N
A370852,3285,Female,N
A692344,3650,Male,N
A719074,300,Male,Y
A662686,60,Male,N
A667815,365,Male,Y
A705399,365,Female,Y
A681101,365,Female,N
A680210,730,Male,N
A708528,3,Female,Y
A664564,60,Female,N
A665199,180,Female,Y
A667853,365,Male,N
A698572,4745,Male,N
A686264,2,Female,Y
A695735,730,Male,Y
A676865,1095,Female,N
A710872,4,Female,Y
A689296,2190,Female,N
A705527,90,Female,N
A704266,30,Male,Y
A680674,2,Unknown,Unknown
A691541,730,Female,N
A699962,3650,Female,Y
A696769,1460,Female,N
A679393,5110,Male,N
A715616,90,Female,N
A688785,730,Male,Y
A666716,365,Female,N
A684112,90,Male,Y
A689238,1,Unknown,Unknown
A693900,2190,Male,N
A717714,120,Female,N
A687930,60,Female,N
A712727,30,Male,N
A664275,730,Male,N
A701528,365,Female,N
A708118,365,Male,Y
A705107,300,Female,Y
A666703,365,Male,N
A686749,2,Male,Y
A698209,150,Male,Y
A713727,3285,Female,Y
A701783,60,Female,N
A696903,5110,Female,N
A718621,365,Female,N
A714906,240,Female,N
A642475,730,Male,N
A679597,120,Male,N
